id,isCardDrop,Name,staticID,probability,probabilityDenominator
10255,-1," ""学园祭-衣服绿""",2405005,-1,-1
10256,-1," ""学园祭-书包绿""",4107005,-1,-1
10257,-1," ""猫咪头""",4101174,-1,-1
10258,-1," ""猫咪衣""",2405002,-1,-1
10259,-1," ""猫咪尾巴""",4108001,-1,-1
10260,-1," ""猫咪包""",4107002,-1,-1
10261,-1," ""通行证-洛丽塔头饰""",4101186,-1,-1
10262,-1," ""通行证-洛丽塔时装""",2405011,-1,-1
10263,-1," ""通行证-洛丽塔背饰""",4107010,-1,-1
10264,-1," ""通行证-黑夜礼服""",2405012,-1,-1
10265,-1," ""通行证-黑夜礼帽""",4101187,-1,-1
10266,-1," ""通行证-黑夜背饰""",4107011,-1,-1
10267,-1," ""通行证-红缎鎏金礼服""",2405027,-1,-1
10268,-1," ""通行证-红缎鎏金牛角""",4101203,-1,-1
10269,-1," ""通行证-红缎鎏金背饰""",4107020,-1,-1
10270,-1," ""通行证-格子甜心时装""",2405037,-1,-1
10271,-1," ""通行证-格子甜心头饰""",4101213,-1,-1
10272,-1," ""通行证-格子甜心背饰""",4107026,-1,-1
10273,-1," ""通行证-皇家骑士时装""",2405032,-1,-1
10274,-1," ""通行证-皇家骑士头饰1""",4101219,-1,-1
10275,-1," ""通行证-皇家骑士头饰2""",4101220,-1,-1
10276,-1," ""通行证-皇家骑士背饰""",4107024,-1,-1
10277,-1," ""通行证-皇家骑士坐骑""",10204203,-1,-1
10281,-1," ""荣耀通行证-学生帽子""",4101173,-1,-1
10282,-1," ""荣耀通行证-学生衣服""",2405001,-1,-1
10283,-1," ""荣耀通行证-学生眼镜""",4102041,-1,-1
10284,-1," ""荣耀通行证-学生书包""",4107001,-1,-1
10285,-1," ""通行证-蒸汽时装""",2405036,-1,-1
10286,-1," ""通行证-蒸汽头饰""",4101216,-1,-1
10287,-1," ""通行证-蒸汽飞行器""",10219001,-1,-1
10288,-1," ""通行证-烈日衬衣""",2405007,-1,-1
10289,-1," ""通行证-烈日墨镜""",4101241,-1,-1
10290,-1," ""通行证-烈日背饰""",4107025,-1,-1
10291,-1," ""通行证-小黄鸭坐骑""",10219015,-1,-1
10301,-1," ""幸运大乐透-五等奖""",10204045,-1,-1
10302,-1," ""幸运大乐透-四等奖""",10204045,-1,-1
10303,-1," ""幸运大乐透-三等奖""",10204110,-1,-1
10304,-1," ""幸运大乐透-二等奖""",10204111,-1,-1
10305,-1," ""幸运大乐透-一等奖""",4101217,-1,-1
10306,-1," ""幸运大乐透-特等奖""",10219019,-1,-1
10307,-1," ""王国竞猜-点赞包""",10204033,1000,1000
10308,-1," ""王国竞猜-幸运大奖任务奖励""",10202040,-1,-1
10309,-1," ""钓鱼大赛-排行榜1""",10204123,-1,-1
10310,-1," ""钓鱼大赛-排行榜2-5""",10204123,-1,-1
10311,-1," ""钓鱼大赛-排行榜6-10""",10204123,-1,-1
10312,-1," ""钓鱼大赛-排行榜11-50""",10206008,-1,-1
10401,-1," ""课程达标等级1""",10204064,-1,-1
10402,-1," ""课程达标等级2""",10204064,-1,-1
10403,-1," ""课程达标等级3""",10204064,-1,-1
10404,-1," ""课程达标等级4""",10204065,-1,-1
10405,-1," ""课程达标等级5""",10204065,-1,-1
10406,-1," ""课程达标等级6""",10204065,-1,-1
10407,-1," ""课程达标等级7""",10204065,-1,-1
10408,-1," ""课程达标等级8""",-1,-1,-1
10409,-1," ""课程达标等级9""",-1,-1,-1
10410,-1," ""课程达标等级10""",-1,-1,-1
10411,-1," ""课程达标强化1""",10204059,-1,-1
10412,-1," ""课程达标强化2""",10204059,-1,-1
10413,-1," ""课程达标强化3""",10204059,-1,-1
10414,-1," ""课程达标强化4""",10204059,-1,-1
10415,-1," ""课程达标强化5""",10204059,-1,-1
10416,-1," ""课程达标强化6""",10204117,-1,-1
10417,-1," ""课程达标强化7""",10204117,-1,-1
10418,-1," ""课程达标强化8""",-1,-1,-1
10419,-1," ""课程达标强化9""",-1,-1,-1
10420,-1," ""课程达标强化10""",-1,-1,-1
10421,-1," ""课程达标附魔1""",10204060,-1,-1
10422,-1," ""课程达标附魔2""",10204060,-1,-1
10423,-1," ""课程达标附魔3""",10204060,-1,-1
10424,-1," ""课程达标附魔4""",10204060,-1,-1
10425,-1," ""课程达标附魔5""",10204060,-1,-1
10426,-1," ""课程达标附魔6""",10204060,-1,-1
10427,-1," ""课程达标附魔7""",10204060,-1,-1
10428,-1," ""课程达标附魔8""",-1,-1,-1
10429,-1," ""课程达标附魔9""",-1,-1,-1
10430,-1," ""课程达标附魔10 """,-1,-1,-1
10431,-1," ""课程达标精炼1""",10204061,-1,-1
10432,-1," ""课程达标精炼2""",10204061,-1,-1
10433,-1," ""课程达标精炼3""",10204061,-1,-1
10434,-1," ""课程达标精炼4""",10204061,-1,-1
10435,-1," ""课程达标精炼5""",10204061,-1,-1
10436,-1," ""课程达标精炼6""",10204061,-1,-1
10437,-1," ""课程达标精炼7""",10204061,-1,-1
10438,-1," ""课程达标精炼8""",-1,-1,-1
10439,-1," ""课程达标精炼9""",-1,-1,-1
10440,-1," ""课程达标精炼10""",-1,-1,-1
10441,-1," ""课程达标卡片1""",10204062,-1,-1
10442,-1," ""课程达标卡片2""",10204062,-1,-1
10443,-1," ""课程达标卡片3""",10204062,-1,-1
10444,-1," ""课程达标卡片4""",10204062,-1,-1
10445,-1," ""课程达标卡片5""",10204062,-1,-1
10446,-1," ""课程达标卡片6""",10204062,-1,-1
10447,-1," ""课程达标卡片7""",10204062,-1,-1
10448,-1," ""课程达标卡片8""",-1,-1,-1
10449,-1," ""课程达标卡片9""",-1,-1,-1
10450,-1," ""课程达标卡片10""",-1,-1,-1
10451,-1," ""卡普拉的问候""",-1,-1,-1
10452,-1," ""卡普拉的问候""",-1,-1,-1
10453,-1," ""卡普拉的问候""",-1,-1,-1
10454,-1," ""卡普拉的问候""",-1,-1,-1
10455,-1," ""卡普拉的问候""",-1,-1,-1
10456,-1," ""第1天任务""",10204115,-1,-1
10457,-1," ""第2天任务""",10204059,-1,-1
10458,-1," ""第3天任务""",10204058,-1,-1
10459,-1," ""第4天任务""",10204112,-1,-1
10460,-1," ""第5天任务""",10204060,-1,-1
10461,-1," ""第6天任务""",10204061,-1,-1
10462,-1," ""第7天任务""",10204113,-1,-1
10501,-1," ""学院祭礼包""",4107001,-1,-1
10502,-1," ""猫咪套礼包""",4108001,-1,-1
10503,-1," ""学院祭礼包（红）""",4102041,-1,-1
10504,-1," ""学院祭礼包（蓝）""",4102041,-1,-1
10505,-1," ""学院祭礼包（绿）""",4102041,-1,-1
10506,-1," ""开服限定礼包-喵手""",10204129,-1,-1
10507,-1," ""开服限定礼包-准他""",10204129,-1,-1
10508,-1," ""开服限定礼包-卡普拉""",10204129,-1,-1
10509,-1," ""幽灵密码-坐骑""",10202046,1000,1000
10510,-1," ""幽灵密码-普通1""",10202046,1000,1000
10511,-1," ""幽灵密码-普通2""",10217010,1000,1000
10512,-1," ""GVG-无奖励""",-1,1000,100
10513,-1," ""GVG-铜牌奖励""",10204189,1000,100
10514,-1," ""GVG-银牌奖励""",10204189,1000,100
10515,-1," ""GVG-金牌奖励""",10204189,1000,100
10516,-1," ""GVG-占领城池奖励""",10204190,1000,100
10517,-1," ""黑五活动一阶奖励""",10903030,1000,100
10518,-1," ""黑五活动二阶奖励""",10903029,1000,100
10519,-1," ""黑五活动三阶奖励""",10903028,1000,100
10520,-1," ""黑五活动四阶奖励""",10215013,1000,100
10521,-1," ""回流登录1天奖励""",10204059,-1,-1
10522,-1," ""回流登录2天奖励""",10204060,-1,-1
10523,-1," ""回流登录3天奖励""",10204061,-1,-1
10524,-1," ""回流登录4天奖励""",10204133,-1,-1
10525,-1," ""回流登录5天奖励""",10206008,-1,-1
10526,-1," ""回流登录6天奖励""",10207003,-1,-1
10527,-1," ""回流登录7天奖励""",10204110,-1,-1
10528,-1," ""回流任务1天任务1""",10204129,-1,-1
10529,-1," ""回流任务1天任务2""",10204129,-1,-1
10530,-1," ""回流任务1天任务3""",10204129,-1,-1
10531,-1," ""回流任务1天任务4""",10204129,-1,-1
10532,-1," ""回流任务2天任务1""",10204129,-1,-1
10533,-1," ""回流任务2天任务2""",10204129,-1,-1
10534,-1," ""回流任务2天任务3""",10204129,-1,-1
10535,-1," ""回流任务2天任务4""",10204129,-1,-1
10536,-1," ""回流任务3天任务1""",10204129,-1,-1
10537,-1," ""回流任务3天任务2""",10204129,-1,-1
10538,-1," ""回流任务3天任务3""",10204129,-1,-1
10539,-1," ""回流任务4天任务1""",10204129,-1,-1
10540,-1," ""回流任务4天任务2""",10204129,-1,-1
10541,-1," ""回流任务4天任务3""",10204129,-1,-1
10542,-1," ""回流任务5天任务1""",10204129,-1,-1
10543,-1," ""回流任务5天任务2""",10204129,-1,-1
10544,-1," ""回流任务5天任务3""",10204129,-1,-1
10545,-1," ""回流活跃度奖励1""",10204133,-1,-1
10546,-1," ""回流活跃度奖励2""",-1,-1,-1
10547,-1," ""回流活跃度奖励3""",10204044,-1,-1
10548,-1," ""回流活跃度奖励4""",10204108,-1,-1
10549,-1," ""回流活跃度奖励5""",10204062,-1,-1
10550,-1," ""新年特惠礼包-喵手""",10204129,-1,-1
10551,-1," ""新年特惠礼包-准它""",10204129,-1,-1
10552,-1," ""新年特惠礼包-卡普拉""",10204129,-1,-1
10553,-1," ""王牌-见习猎人""",10424009,1000,100
10554,-1," ""王牌-白银猎人""",10424009,1000,100
10555,-1," ""王牌-黄金猎人""",10424009,1000,100
10556,-1," ""王牌-钻石猎人""",10424021,1000,100
10557,-1," ""王牌-王牌猎人""",10424021,1000,100
10558,-1," ""一转回流登陆第一天""",10204059,-1,-1
10559,-1," ""一转回流登陆第2天""",10204060,-1,-1
10560,-1," ""一转回流登陆第3天""",10204061,-1,-1
10561,-1," ""一转回流登陆第4天""",10204133,-1,-1
10562,-1," ""一转回流登陆第5天""",10206008,-1,-1
10563,-1," ""一转回流登陆第6天""",10207003,-1,-1
10564,-1," ""一转回流登陆第7天""",10204110,-1,-1
10565,-1," ""二转回流登陆第1天""",10204059,-1,-1
10566,-1," ""二转回流登陆第2天""",10204060,-1,-1
10567,-1," ""二转回流登陆第3天""",10204061,-1,-1
10568,-1," ""二转回流登陆第4天""",10204133,-1,-1
10569,-1," ""二转回流登陆第5天""",10206008,-1,-1
10570,-1," ""二转回流登陆第6天""",10207003,-1,-1
10571,-1," ""二转回流登陆第7天""",10204110,-1,-1
10572,-1," ""二转进阶回流登陆第1天""",10204059,-1,-1
10573,-1," ""二转进阶回流登陆第2天""",10204060,-1,-1
10574,-1," ""二转进阶回流登陆第3天""",10204061,-1,-1
10575,-1," ""二转进阶回流登陆第4天""",10204133,-1,-1
10576,-1," ""二转进阶回流登陆第5天""",10206008,-1,-1
10577,-1," ""二转进阶回流登陆第6天""",10207003,-1,-1
10578,-1," ""二转进阶回流登陆第7天""",10204110,-1,-1
10579,-1," ""一转回流活跃度50""",10204059,-1,-1
10580,-1," ""一转回流活跃度100""",10204060,-1,-1
10581,-1," ""一转回流活跃度200""",10204061,-1,-1
10582,-1," ""一转回流活跃度300""",10204192,-1,-1
10583,-1," ""一转回流活跃度400""",10204108,-1,-1
10584,-1," ""二转回流活跃度50""",10204195,-1,-1
10585,-1," ""二转回流活跃度100""",10204196,-1,-1
10586,-1," ""二转回流活跃度200""",10204197,-1,-1
10587,-1," ""二转回流活跃度300""",10204192,-1,-1
10588,-1," ""二转回流活跃度400""",10204109,-1,-1
10589,-1," ""二转进阶回流活跃度50""",10204195,-1,-1
10590,-1," ""二转进阶回流活跃度100""",10204196,-1,-1
10591,-1," ""二转进阶回流活跃度200""",10204197,-1,-1
10592,-1," ""二转进阶回流活跃度300""",10204062,-1,-1
10593,-1," ""二转进阶回流活跃度400""",10204109,-1,-1
10594,-1," ""一转回流第一天1""",10204129,-1,-1
10595,-1," ""一转回流第一天2""",10204129,-1,-1
10596,-1," ""一转回流第一天3""",10204129,-1,-1
10597,-1," ""一转回流第一天4""",10204129,-1,-1
10598,-1," ""一转回流第二天1""",10204129,-1,-1
10599,-1," ""一转回流第二天2""",10204129,-1,-1
10600,-1," ""一转回流第二天3""",10204129,-1,-1
10601,-1," ""一转回流第二天4""",10204129,-1,-1
10602,-1," ""一转回流第三天1""",10204129,-1,-1
10603,-1," ""一转回流第三天2""",10204129,-1,-1
10604,-1," ""一转回流第三天3""",10204129,-1,-1
10605,-1," ""一转回流第四天1""",10204129,-1,-1
10606,-1," ""一转回流第四天2""",10204129,-1,-1
10607,-1," ""一转回流第四天3""",10204129,-1,-1
10608,-1," ""一转回流第五天1""",10204129,-1,-1
10609,-1," ""一转回流第五天2""",10204129,-1,-1
10610,-1," ""一转回流第五天3""",10204129,-1,-1
10611,-1," ""二转回流第一天1""",10204129,-1,-1
10612,-1," ""二转回流第一天2""",10204129,-1,-1
10613,-1," ""二转回流第一天3""",10204129,-1,-1
10614,-1," ""二转回流第一天4""",10204129,-1,-1
10615,-1," ""二转回流第二天1""",10204129,-1,-1
10616,-1," ""二转回流第二天2""",10204129,-1,-1
10617,-1," ""二转回流第二天3""",10204129,-1,-1
10618,-1," ""二转回流第二天4""",10204129,-1,-1
10619,-1," ""二转回流第三天1""",10204129,-1,-1
10620,-1," ""二转回流第三天2""",10204129,-1,-1
10621,-1," ""二转回流第三天3""",10204129,-1,-1
10622,-1," ""二转回流第四天1""",10204129,-1,-1
10623,-1," ""二转回流第四天2""",10204129,-1,-1
10624,-1," ""二转回流第四天3""",10204129,-1,-1
10625,-1," ""二转回流第五天1""",10204129,-1,-1
10626,-1," ""二转回流第五天2""",10204129,-1,-1
10627,-1," ""二转回流第五天3""",10204129,-1,-1
10628,-1," ""二转进阶回流第一天1""",10204129,-1,-1
10629,-1," ""二转进阶回流第一天2""",10204129,-1,-1
10630,-1," ""二转进阶回流第一天3""",10204129,-1,-1
10631,-1," ""二转进阶回流第一天4""",10204129,-1,-1
10632,-1," ""二转进阶回流第二天1""",10204129,-1,-1
10633,-1," ""二转进阶回流第二天2""",10204129,-1,-1
10634,-1," ""二转进阶回流第二天3""",10204129,-1,-1
10635,-1," ""二转进阶回流第二天4""",10204129,-1,-1
10636,-1," ""二转进阶回流第三天1""",10204129,-1,-1
10637,-1," ""二转进阶回流第三天2""",10204129,-1,-1
10638,-1," ""二转进阶回流第三天3""",10204129,-1,-1
10639,-1," ""二转进阶回流第四天1""",10204129,-1,-1
10640,-1," ""二转进阶回流第四天2""",10204129,-1,-1
10641,-1," ""二转进阶回流第四天3""",10204129,-1,-1
10642,-1," ""二转进阶回流第五天1""",10204129,-1,-1
10643,-1," ""二转进阶回流第五天2""",10204129,-1,-1
10644,-1," ""二转进阶回流第五天3""",10204129,-1,-1
10645,-1," ""防化服套装礼包""",4107009,-1,-1
10646,-1," ""猫咪服套装礼包""",4108001,-1,-1
11012,-1," ""结婚后赠送9折劵""",10906009,-1,-1
11013,-1," ""结婚后赠送8折劵""",10906010,-1,-1
14001,-1," ""排队奖励奥丁""",10204204,-1,-1
14006,-1," ""公会成员收到生日祝福奖励掉落""",10202115,-1,-1
14007,-1," ""绑定成功礼包""",-1,-1,-1
20000,-1," ""委托板奖励""",-1,0,1000
20001,-1," ""限定迎新紀念幣禮包 """,10204045,0,1000
20002,-1," ""限定紀念幣禮包 """,10204045,0,1000
20003,-1," ""限定升級紀念幣禮包""",10204045,0,1000
20004,-1," ""新春武器卡片特惠礼包""",4101002,0,1000
20005,-1," ""新春防具卡片特惠礼包""",4101058,0,1000
20006,-1," ""新春饰品卡片特惠礼包""",4101148,0,1000
20007,-1," ""半周年特惠礼包1""",10219003,-1,-1
20008,-1," ""初夏の轻语-芒果冰沙""",10219004,-1,-1
20009,-1," ""初夏の轻语-芋圆烧仙草""",10219016,-1,-1
20010,-1," ""白色情人节强化自选包""",10204199,0,1000
20011,-1," ""初夏の轻语-冰镇西瓜汁""",10204133,0,1000
20012,-1," ""白色情人节精炼自选包""",10204201,0,1000
20013,-1," ""贺岁迎新礼包A""",10217030,0,1000
20014,-1," ""贺岁迎新礼包B""",10217030,0,1000
20015,-1," ""贺岁迎新礼包C""",10217030,0,1000
20201,-1," ""东南亚通行证-烈火竞时时装""",2405044,-1,-1
20202,-1," ""东南亚通行证-烈火竞时头盔""",4101235,-1,-1
20203,-1," ""东南亚通行证-烈火竞时帽子""",4101236,-1,-1
20204,-1," ""东南亚通行证-抱抱熊背饰""",4107032,-1,-1
20205,-1," ""东南亚通行证-烈火摩托坐骑""",10219020,-1,-1
25001,-1," ""情侣委托板-组队打怪""",10907003,-1,-1
25501,-1," ""情侣委托板-上交道具""",10907003,-1,-1
25601,-1," ""情侣委托板-参与mvp""",10907002,-1,-1
25651,-1," ""情侣委托板-通关副本""",10907002,-1,-1
25701,-1," ""情侣委托板-爬塔1""",10907002,-1,-1
25702,-1," ""情侣委托板-爬塔2""",10907002,-1,-1
25751,-1," ""情侣委托板-送礼1""",10907002,-1,-1
25752,-1," ""情侣委托板-送礼2""",10907002,-1,-1
25801,-1," ""情侣委托板-拍照""",10907003,-1,-1
26001,-1," ""MVP之王活动-第1名奖励""",10201040,-1,-1
26002,-1," ""MVP之王活动-第2名奖励""",10201040,-1,-1
26003,-1," ""MVP之王活动-第3名奖励""",10201040,-1,-1
26004,-1," ""MVP之王活动-第4名奖励""",10201040,-1,-1
26005,-1," ""MVP之王活动-第5名奖励""",10201040,-1,-1
26006,-1," ""MVP之王活动-第6名奖励""",10201040,-1,-1
26007,-1," ""MVP之王活动-第7名奖励""",10201040,-1,-1
26008,-1," ""MVP之王活动-第8名奖励""",10201040,-1,-1
26009,-1," ""MVP之王活动-第9名奖励""",10201040,-1,-1
